Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,Stdout,Stderr
77,:,1737448180.000,1.000,0,106,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/77.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/77.cnf,"Estimated probability 3.0718461e-5 with bounds [3.0718460e-5 3.0718461e-5] (epsilon 0) found in 0 seconds ",
78,:,1737448180.000,1.000,0,106,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/78.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/78.cnf,"Estimated probability 1.9178625e-5 with bounds [1.9178625e-5 1.9178625e-5] (epsilon 0) found in 0 seconds ",
7,:,1737448180.000,3.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/7.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/7.cnf,"Estimated probability 1.0716503e-1 with bounds [1.0716503e-1 1.0716503e-1] (epsilon 0.0000000016510324218899086) found in 2 seconds ",
6,:,1737448180.000,3.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/6.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/6.cnf,"Estimated probability 3.1840937e-1 with bounds [3.1840937e-1 3.1840937e-1] (epsilon 0.0000000005556775040105322) found in 2 seconds ",
3,:,1737448180.000,3.000,0,106,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/3.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/3.cnf,"Estimated probability 1.0319497e-3 with bounds [1.0319497e-3 1.0319497e-3] (epsilon 0) found in 2 seconds ",
10,:,1737448180.000,4.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/10.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/10.cnf,"Estimated probability 1.8543251e-2 with bounds [1.8543250e-2 1.8543251e-2] (epsilon 0.000000009541633483323153) found in 3 seconds ",
13,:,1737448180.000,4.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/13.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/13.cnf,"Estimated probability 8.1543923e-3 with bounds [8.1543922e-3 8.1543923e-3] (epsilon 0.000000002221560047033222) found in 4 seconds ",
2,:,1737448180.000,5.000,0,106,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/2.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/2.cnf,"Estimated probability 8.4312195e-5 with bounds [8.4312194e-5 8.4312195e-5] (epsilon 0) found in 4 seconds ",
15,:,1737448180.000,5.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/15.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/15.cnf,"Estimated probability 6.2007839e-4 with bounds [6.2007836e-4 6.2007843e-4] (epsilon 0.00000004480588500221927) found in 4 seconds ",
29,:,1737448180.000,5.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/29.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/29.cnf,"Estimated probability 2.8201043e-1 with bounds [2.8201043e-1 2.8201043e-1] (epsilon 0.000000002532686060874312) found in 4 seconds ",
16,:,1737448180.000,5.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/16.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/16.cnf,"Estimated probability 9.4899580e-4 with bounds [9.4899576e-4 9.4899583e-4] (epsilon 0.00000002927637976490871) found in 4 seconds ",
8,:,1737448180.000,5.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/8.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/8.cnf,"Estimated probability 3.9457695e-2 with bounds [3.9457694e-2 3.9457695e-2] (epsilon 0.000000004484117077652172) found in 4 seconds ",
27,:,1737448180.000,5.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/27.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/27.cnf,"Estimated probability 1.3037389e-1 with bounds [1.3037389e-1 1.3037389e-1] (epsilon 0.000000005478427489435944) found in 4 seconds ",
1,:,1737448180.000,5.000,0,106,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/1.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/1.cnf,"Estimated probability 1.8118500e-5 with bounds [1.8118500e-5 1.8118500e-5] (epsilon 0) found in 4 seconds ",
32,:,1737448180.000,5.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/32.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/32.cnf,"Estimated probability 2.1865860e-2 with bounds [2.1865859e-2 2.1865860e-2] (epsilon 0.000000027419041703780067) found in 4 seconds ",
5,:,1737448180.000,5.000,0,133,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/5.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/5.cnf,"Estimated probability 3.8245172e-1 with bounds [3.8245172e-1 3.8245172e-1] (epsilon 0.00000000046262815800446333) found in 4 seconds ",
9,:,1737448180.000,5.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/9.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/9.cnf,"Estimated probability 2.3814999e-2 with bounds [2.3814999e-2 2.3814999e-2] (epsilon 0.000000007429473036779655) found in 4 seconds ",
4,:,1737448180.000,6.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/4.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/4.cnf,"Estimated probability 8.4049927e-2 with bounds [8.4049927e-2 8.4049927e-2] (epsilon 0.000000002076491867342156) found in 5 seconds ",
11,:,1737448180.000,6.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/11.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/11.cnf,"Estimated probability 1.5136152e-2 with bounds [1.5136152e-2 1.5136152e-2] (epsilon 0.000000011689426759886601) found in 5 seconds ",
12,:,1737448180.000,6.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/12.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/12.cnf,"Estimated probability 9.8374812e-3 with bounds [9.8374812e-3 9.8374812e-3] (epsilon 0.0000000003782321122969279) found in 5 seconds ",
30,:,1737448180.000,6.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/30.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/30.cnf,"Estimated probability 1.6615402e-1 with bounds [1.6615402e-1 1.6615402e-1] (epsilon 0.000000004298685185588624) found in 5 seconds ",
18,:,1737448180.000,7.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/18.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/18.cnf,"Estimated probability 1.2537082e-3 with bounds [1.2537081e-3 1.2537082e-3] (epsilon 0.00000003454801733582258) found in 6 seconds ",
21,:,1737448180.000,7.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/21.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/21.cnf,"Estimated probability 1.5497200e-3 with bounds [1.5497198e-3 1.5497201e-3] (epsilon 0.00000010196431077247325) found in 6 seconds ",
19,:,1737448180.000,8.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/19.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/19.cnf,"Estimated probability 1.1480775e-3 with bounds [1.1480775e-3 1.1480776e-3] (epsilon 0.00000003772666201662389) found in 7 seconds ",
14,:,1737448180.000,8.000,0,129,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/14.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/14.cnf,"Estimated probability 1.4824191e-5 with bounds [1.4824168e-5 1.4824215e-5] (epsilon 0.0000012220212470825942) found in 7 seconds ",
17,:,1737448180.000,8.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/17.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/17.cnf,"Estimated probability 1.2434532e-3 with bounds [1.2434532e-3 1.2434532e-3] (epsilon 0.000000022343552119608034) found in 7 seconds ",
20,:,1737448180.000,8.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/20.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/20.cnf,"Estimated probability 1.4132238e-3 with bounds [1.4132238e-3 1.4132239e-3] (epsilon 0.00000003064845865985433) found in 7 seconds ",
24,:,1737448180.000,8.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/24.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/24.cnf,"Estimated probability 8.2852044e-3 with bounds [8.2852037e-3 8.2852052e-3] (epsilon 0.00000008808157669903949) found in 7 seconds ",
23,:,1737448180.000,8.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/23.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/23.cnf,"Estimated probability 4.4795286e-3 with bounds [4.4795279e-3 4.4795294e-3] (epsilon 0.00000016291310100946532) found in 7 seconds ",
26,:,1737448180.000,8.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/26.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/26.cnf,"Estimated probability 4.4633793e-2 with bounds [4.4633793e-2 4.4633794e-2] (epsilon 0.00000001635025270729784) found in 7 seconds ",
22,:,1737448180.000,8.000,0,129,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/22.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/22.cnf,"Estimated probability 2.2641672e-3 with bounds [2.2641670e-3 2.2641673e-3] (epsilon 0.0000000655200906862774) found in 7 seconds ",
25,:,1737448180.000,9.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/25.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/25.cnf,"Estimated probability 1.9460469e-2 with bounds [1.9460469e-2 1.9460470e-2] (epsilon 0.000000037500318850192116) found in 8 seconds ",
28,:,1737448180.000,9.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/28.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/28.cnf,"Estimated probability 2.3581937e-1 with bounds [2.3581937e-1 2.3581937e-1] (epsilon 0.0000000030287752306179527) found in 8 seconds ",
31,:,1737448180.000,9.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/31.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/31.cnf,"Estimated probability 6.8306794e-2 with bounds [6.8306793e-2 6.8306795e-2] (epsilon 0.000000010456410848291853) found in 8 seconds ",
36,:,1737448180.000,12.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/36.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/36.cnf,"Estimated probability 1.2557670e-2 with bounds [1.2557669e-2 1.2557670e-2] (epsilon 0.00000004156944521938044) found in 11 seconds ",
39,:,1737448180.000,12.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/39.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/39.cnf,"Estimated probability 1.6911572e-2 with bounds [1.6911571e-2 1.6911572e-2] (epsilon 0.000000047546021786359915) found in 11 seconds ",
80,:,1737448180.000,14.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/80.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/80.cnf,"Estimated probability 1.5082469e-4 with bounds [1.5082467e-4 1.5082470e-4] (epsilon 0.00000004837260836332291) found in 13 seconds ",
43,:,1737448180.000,14.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/43.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/43.cnf,"Estimated probability 2.1495531e-1 with bounds [2.1495531e-1 2.1495531e-1] (epsilon 0.000000003740675103003355) found in 13 seconds ",
44,:,1737448180.000,14.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/44.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/44.cnf,"Estimated probability 3.0707110e-1 with bounds [3.0707110e-1 3.0707110e-1] (epsilon 0.00000000261853982941318) found in 13 seconds ",
41,:,1737448180.000,15.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/41.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/41.cnf,"Estimated probability 2.9272740e-2 with bounds [2.9272739e-2 2.9272741e-2] (epsilon 0.000000027468488594806217) found in 14 seconds ",
79,:,1737448180.000,15.000,0,133,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/79.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/79.cnf,"Estimated probability 7.2392981e-3 with bounds [7.2392981e-3 7.2392981e-3] (epsilon 0.0000000010078025081128317) found in 14 seconds ",
97,:,1737448184.000,12.000,0,133,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/97.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/97.cnf,"Estimated probability 8.4874029e-3 with bounds [8.4874029e-3 8.4874030e-3] (epsilon 0.0000000008595963940649654) found in 11 seconds ",
33,:,1737448180.000,17.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/33.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/33.cnf,"Estimated probability 2.0337286e-2 with bounds [2.0337286e-2 2.0337287e-2] (epsilon 0.000000011053399751048687) found in 16 seconds ",
59,:,1737448180.000,17.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/59.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/59.cnf,"Estimated probability 1.8920405e-2 with bounds [1.8920401e-2 1.8920410e-2] (epsilon 0.00000025872201625531943) found in 15 seconds ",
61,:,1737448180.000,17.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/61.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/61.cnf,"Estimated probability 1.0531909e-1 with bounds [1.0531908e-1 1.0531909e-1] (epsilon 0.000000045511366675299314) found in 16 seconds ",
63,:,1737448180.000,17.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/63.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/63.cnf,"Estimated probability 2.9253211e-1 with bounds [2.9253210e-1 2.9253211e-1] (epsilon 0.000000015915908369024123) found in 16 seconds ",
83,:,1737448181.000,16.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/83.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/83.cnf,"Estimated probability 1.3670803e-3 with bounds [1.3670803e-3 1.3670804e-3] (epsilon 0.000000013565772283286037) found in 15 seconds ",
48,:,1737448180.000,17.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/48.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/48.cnf,"Estimated probability 8.1543923e-3 with bounds [8.1543922e-3 8.1543924e-3] (epsilon 0.00000000686035561692222) found in 16 seconds ",
60,:,1737448180.000,18.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/60.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/60.cnf,"Estimated probability 3.5971651e-2 with bounds [3.5971646e-2 3.5971655e-2] (epsilon 0.00000013324981673612513) found in 16 seconds ",
57,:,1737448180.000,18.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/57.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/57.cnf,"Estimated probability 1.5733519e-2 with bounds [1.5733518e-2 1.5733520e-2] (epsilon 0.00000005471951136648556) found in 17 seconds ",
84,:,1737448181.000,18.000,0,130,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/84.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/84.cnf,"Estimated probability 1.3202948e-3 with bounds [1.3202948e-3 1.3202948e-3] (epsilon 0.0000000140464839759602) found in 17 seconds ",
53,:,1737448180.000,19.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/53.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/53.cnf,"Estimated probability 3.6250682e-3 with bounds [3.6250680e-3 3.6250684e-3] (epsilon 0.00000005064432473389502) found in 18 seconds ",
47,:,1737448180.000,19.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/47.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/47.cnf,"Estimated probability 5.7284218e-3 with bounds [5.7284215e-3 5.7284221e-3] (epsilon 0.000000048366290306134374) found in 18 seconds ",
81,:,1737448181.000,18.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/81.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/81.cnf,"Estimated probability 9.5892005e-4 with bounds [9.5892003e-4 9.5892006e-4] (epsilon 0.000000007608333740805051) found in 17 seconds ",
56,:,1737448180.000,19.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/56.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/56.cnf,"Estimated probability 1.2784010e-2 with bounds [1.2784010e-2 1.2784011e-2] (epsilon 0.00000004021797050945963) found in 18 seconds ",
90,:,1737448181.000,19.000,0,133,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/90.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/90.cnf,"Estimated probability 1.9078956e-2 with bounds [1.9078956e-2 1.9078956e-2] (epsilon 0.0000000029313635963035267) found in 18 seconds ",
87,:,1737448181.000,19.000,0,132,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/87.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/87.cnf,"Estimated probability 4.4534671e-3 with bounds [4.4534670e-3 4.4534671e-3] (epsilon 0.000000015084214544103247) found in 18 seconds ",
82,:,1737448181.000,19.000,0,131,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/82.cnf | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/munin/82.cnf,"Estimated probability 1.1991517e-3 with bounds [1.1991516e-3 1.1991517e-3] (epsilon 0.00000001546551664510787) found in 18 seconds ",
