Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,Stdout,Stderr
25,:,1737462656.000,0.000,0,157,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/25.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/25.cnf,"lower 0 upper 9.99999899999999978560372249169833808e-1 Final circuit size: 2 Estimated probability 0.00000000 (epsilon 99.00000000075025) found in 0 seconds ",
23,:,1737462656.000,0.000,0,206,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/23.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/23.cnf,"lower 5.49966437161304792650980830503834283e-1 upper 4.50033462838695190025389133125489835e-1 Final circuit size: 306 Estimated probability 0.54996644 (epsilon 0.00000009090554331514511) found in 0 seconds ",
24,:,1737462656.000,0.000,0,206,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/24.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/24.cnf,"lower 4.50033462838695212443466356230025766e-1 upper 5.49966437161304767052178889868361671e-1 Final circuit size: 263 Estimated probability 0.45003346 (epsilon 0.00000011109173292389585) found in 0 seconds ",
28,:,1737462656.000,2.000,0,206,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/28.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/28.cnf,"lower 9.10623441696470314326420178770454637e-2 upper 9.08937555830352903057671922773758537e-1 Final circuit size: 4926 Estimated probability 0.09106234 (epsilon 0.0000005490193211166172) found in 2 seconds ",
27,:,1737462656.000,3.000,0,207,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/27.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/27.cnf,"lower 9.04775787448238816423787192986425826e-1 upper 9.52241125517610570261780605447006001e-2 Final circuit size: 5788 Estimated probability 0.90477579 (epsilon 0.00000005525678226092623) found in 2 seconds ",
29,:,1737462656.000,3.000,0,199,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/29.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/29.cnf,"lower 2.00439930127273215390510404794744504e-8 upper 9.99999854956009433391076408296852656e-1 Final circuit size: 448 Estimated probability 0.00000002 (epsilon 1.4466383967983187) found in 2 seconds ",
26,:,1737462656.000,3.000,0,204,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/26.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/26.cnf,"lower 4.16174833812094658988278504123054914e-3 upper 9.95838151661879003969438613049959596e-1 Final circuit size: 4760 Estimated probability 0.00416175 (epsilon 0.00001201290794505816) found in 2 seconds ",
16,:,1737462656.000,16.000,0,209,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/16.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/16.cnf,"lower 2.61676954304964438306220433018434586e-1 upper 7.38322945695035359451117641654562315e-1 Final circuit size: 22473 Estimated probability 0.26167695 (epsilon 0.00000019105616488879207) found in 16 seconds ",
21,:,1737462656.000,17.000,0,208,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/21.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/21.cnf,"lower 2.91883734735163314684268492794617778e-2 upper 9.70811526526483447955204836612616020e-1 Final circuit size: 26679 Estimated probability 0.02918837 (epsilon 0.0000017128380698228085) found in 16 seconds ",
17,:,1737462656.000,17.000,0,158,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/17.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/17.cnf,"lower 0 upper 9.99999800000009828720224689599974252e-1 Final circuit size: 2 Estimated probability 0.00000000 (epsilon 99.00000007555691) found in 16 seconds ",
20,:,1737462656.000,17.000,0,210,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/20.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/20.cnf,"lower 9.69377728534987296121667082016758743e-1 upper 3.06221714650124833420235843550164552e-2 Final circuit size: 27064 Estimated probability 0.96937773 (epsilon 0.000000051574321702219095) found in 16 seconds ",
15,:,1737462656.000,18.000,0,209,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/15.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/15.cnf,"lower 7.38322945695035360568880309306876397e-1 upper 2.61676954304964411224826563929380262e-1 Final circuit size: 26691 Estimated probability 0.73832295 (epsilon 0.00000006771426885876508) found in 17 seconds ",
18,:,1737462656.000,19.000,0,158,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/18.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/18.cnf,"lower 0 upper 9.99999800000009700104826896170701432e-1 Final circuit size: 2 Estimated probability 0.00000000 (epsilon 99.00000007555691) found in 18 seconds ",
19,:,1737462656.000,20.000,0,206,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/19.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/19.cnf,"lower 1.42736112761624768386159930874088619e-3 upper 9.98572538872383630203415419810079941e-1 Final circuit size: 10250 Estimated probability 0.00142736 (epsilon 0.00003502556096846021) found in 19 seconds ",
22,:,1737462656.000,20.000,0,203,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/22.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/22.cnf,"lower 6.43686387993024831526785116846899585e-6 upper 9.99993463136119566697688028781320288e-1 Final circuit size: 7355 Estimated probability 0.00000644 (epsilon 0.007737038151956366) found in 20 seconds ",
10,:,1737462656.000,821.000,0,211,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/10.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/10.cnf,"lower 1.42516244913567433674065770146655129e-1 upper 8.57483655086432335076477270300255666e-1 Final circuit size: 115356 Estimated probability 0.14251624 (epsilon 0.00000035080205296189604) found in 820 seconds ",
9,:,1737462656.000,844.000,0,211,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/9.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/9.cnf,"lower 8.21398787430569922053861249060158075e-1 upper 1.78601112569429849152319399175852581e-1 Final circuit size: 114988 Estimated probability 0.82139879 (epsilon 0.00000006086568338226073) found in 842 seconds ",
8,:,1737462656.000,900.000,0,209,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/8.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/8.cnf,"lower 2.83304481280628189432321262538532359e-2 upper 9.71669451871937074514852694667300112e-1 Final circuit size: 64123 Estimated probability 0.02833045 (epsilon 0.0000017647075589710681) found in 899 seconds ",
11,:,1737462656.000,1131.000,0,209,0,0,"schlandals --timeout 1500 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/11.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/water/11.cnf,"lower 7.75441952779964959873071250020272382e-3 upper 9.92245480472200000007531279411701063e-1 Final circuit size: 75116 Estimated probability 0.00775442 (epsilon 0.000006447270318732379) found in 1129 seconds ",
